"index","relation-type","term1","b1","e1","term2","b2","e2","sentence"
"981","TWrex-diagnose","pulmonary tb","96","108","tb","77","79","Interestingly, Rv1168c antigen permits diagnosis of smear-negative pulmonary tb as well as extrapulmonary tb cases, which are often difficult to diagnose by conventional tests."
"982","TWrex-diagnose","tuberculosis","324","336","tb","385","387","The certification of air-purifying respirators under these proposed requirements would also enable respirator users to select from a broader range of certified respirators that meet the current performance criteria recommended by CDC for respiratory devices used in health-care settings for protection against Mycobacterium tuberculosis, the infectious agent that causes tuberculosis (tb."
"983","TWrex-diagnose","tuberculosis","371","383","tb","385","387","The certification of air-purifying respirators under these proposed requirements would also enable respirator users to select from a broader range of certified respirators that meet the current performance criteria recommended by CDC for respiratory devices used in health-care settings for protection against Mycobacterium tuberculosis, the infectious agent that causes tuberculosis (tb."
"984","TWrex-diagnose","diabetes insipidus","4","22","antidiuretic hormone","71","91","The diabetes insipidus responded to chlorpropamide, suggesting partial antidiuretic hormone deficiency."
"985","TWrex-diagnose","tuberculosis","54","66","tb","21","23","Sixty percent of the tb patients indeed recognized M. tuberculosis ESAT-6, as did 50% of the leprosy patients and 60% of the non-tb controls."
"986","TWrex-diagnose","tuberculosis","54","66","tb","129","131","Sixty percent of the tb patients indeed recognized M. tuberculosis ESAT-6, as did 50% of the leprosy patients and 60% of the non-tb controls."
"987","TWrex-diagnose","lung","137","141","xenon","218","223","The regional distribution of ventilation (Vr), perfusion (Qr) (expressed in absolute values) and the regional distribution of ventilated lung volume, of ventilation and of perfusion (expressed as %) were studied using Xenon 133 in 13 subjects with a unilateral pleural effusion of proven or presumed tuberculous origin."
"988","TWrex-diagnose","depression","125","135","dexamethasone","74","87","Neuroendocrine abnormalities present in depressive illness and use of the dexamethasone suppression test (DST) in diagnosing depression are reviewed."
"989","TWrex-diagnose","infection","87","96","tuberculin","163","173","Incorporation of these tests into programs for targeted testing of latent tuberculosis infection will reduce false-positive and false-negative results inherent in tuberculin testing, equipping clinicians with more accurate tools for tuberculosis control and elimination in the 21st century."
"990","TWrex-diagnose","tb","92","94","tuberculin","162","172","These data were compared with data obtained from 15 patients with newly diagnosed pulmonary tb (N-tb), 22 patients with treatment failure (TF-tb), and 19 healthy tuberculin reactors (HTR."
"991","TWrex-diagnose","tb","98","100","tuberculin","162","172","These data were compared with data obtained from 15 patients with newly diagnosed pulmonary tb (N-tb), 22 patients with treatment failure (TF-tb), and 19 healthy tuberculin reactors (HTR."
"992","TWrex-diagnose","tb","142","144","tuberculin","162","172","These data were compared with data obtained from 15 patients with newly diagnosed pulmonary tb (N-tb), 22 patients with treatment failure (TF-tb), and 19 healthy tuberculin reactors (HTR."
"993","TWrex-diagnose","tuberculosis","15","27","tb","142","144","Of 95 cases of tuberculosis diagnosed at Grady Memorial Hospital in 1972, only six patients were not already diagnosed or suspected of having tb at the time of admission to the hospital."
"994","TWrex-diagnose","tuberculosis","149","161","tb","163","165","Bone marrow biopsy was performed to investigate the cause of thrombocytopenia and demonstrated multiple tiny caseating granulomas suggesting miliary tuberculosis (tb."
